"Id","Rest Id","Name","Screen Name","Can Dm","Description","Followers Count","Normal Followers Count","Friends Count","Favourites Count","Listed Count","Statuses Count","Location","Media Count","Profile Banner Url","Profile Url","Avatar Url","Is Blue Verified","Is Verified","Possibly Sensitive","Super Follow Eligible","Professional Type","Professional Category","Tipjar Settings","Created At","Scraped At"
"VXNlcjoxMDI4Mzc1MzM4NDMzMTc5NjUw","1028375338433179650","おがわら あや","ll_irodori_ll","Yes","☆Animation☆Illustration☆ 絵やアニメーションのお仕事をしています✏︎ 松本在住","1189","1189","364","102540","20","2923","","1200","https://pbs.twimg.com/profile_banners/1028375338433179650/1695445976","https://x.com/ll_irodori_ll","https://pbs.twimg.com/profile_images/1337400178987307010/J9URet86_normal.jpg","No","No","No","No","","","","2018-08-11T20:19:21.000Z","2025-12-30T13:20:13.859Z"
"VXNlcjoxMzgwMzYwMjY1","1380360265","Next Indie","nexindie","Yes","Your source for upcoming indie games news

nextindie1@gmail.com","23898","23898","63","649","132","3052","","2691","https://pbs.twimg.com/profile_banners/1380360265/1715762588","https://x.com/nexindie","https://pbs.twimg.com/profile_images/1889549910283780096/QFz5u7Og_normal.jpg","No","No","No","No","","","","2013-04-25T20:26:31.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMjIyMTU1MjE2NDQwNTgyMTQ2","1222155216440582146","Seishin","_ll_Il","Yes","Log-!N Owner @Login_inc / @Mazone_official P / @ACREATIONJP 撮監 / 【WORKS】『RedTokyoTower』『僕のヒーローアカデミア』『ホロライブ』『コンパス2.0』 / ご依頼はDMまたはこちらから→ https://t.co/MY5XTzSUbv","1354","1354","498","1974","6","761","アニメ業界,IP開発","115","https://pbs.twimg.com/profile_banners/1222155216440582146/1752161812","https://x.com/_ll_Il","https://pbs.twimg.com/profile_images/1920505226215223296/7dS1dAhv_normal.jpg","Yes","No","No","No","Creator","Id: 1090, Name: Visual Effects Artist","","2020-01-28T13:52:23.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMjQ3MzI1OTI1NzAxNTg2OTQ0","1247325925701586944","Randy Becker 🕹️ Unit Down","ProperDeveloper","Yes","Indie Game Developer  |  Exe Game Dev.

If you post Star Fox, I'll like ya.
Known for my Exe fan games, but currently working on Unit Down Charge on Steam.","729","729","170","10060","8","2083","Email:  randy@properdev.info","384","https://pbs.twimg.com/profile_banners/1247325925701586944/1688603321","https://x.com/ProperDeveloper","https://pbs.twimg.com/profile_images/1712633779842605056/gwzVAUZj_normal.jpg","No","No","No","No","","","","2020-04-07T00:51:00.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjozOTYzNzE5NjU0","3963719654","ROLU","rolu_art","Yes","creating worlds

illustration || 3d || concept design","1983","1983","1002","7361","22","2139","","688","https://pbs.twimg.com/profile_banners/3963719654/1630280138","https://x.com/rolu_art","https://pbs.twimg.com/profile_images/1598178062532608000/0QbgnVX2_normal.jpg","No","No","No","No","","","","2015-10-21T00:58:08.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjozMDU0OTM5OTI4","3054939928","Atmo","Atmonez","Yes","Cyber Artist / Motion Designer","35692","35692","877","157452","342","48169","","3451","https://pbs.twimg.com/profile_banners/3054939928/1655116958","https://x.com/Atmonez","https://pbs.twimg.com/profile_images/1549850775156817922/Z4o4llKu_normal.jpg","Yes","No","No","No","Creator","Id: 1025, Name: Graphic Designer","""is_enabled"": ""true""
""ethereum_handle"": ""0x4Fd4c35020CFd14f167BC1D888eb903D7A650768""","2015-02-23T05:19:23.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMjU0NTg2MDA5","1254586009","Baolly","baollyy","No","3D environment artist @gameloft Montreal 🪨🪵 prev: @ubisoft | twitch: https://t.co/3vvpEoJ5BG","2051","2051","192","950","18","284","","110","https://pbs.twimg.com/profile_banners/1254586009/1749358704","https://x.com/baollyy","https://pbs.twimg.com/profile_images/1948448668245196800/NfsIIZ3B_normal.jpg","No","No","No","No","","","","2013-03-09T14:57:42.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMjY0NDcyNzU2NzU1ODA0MTYy","1264472756755804162","Games Artist Community","GamesArtistUK","No","We are a community filled with the upmost talented artists across the globe. Here, we showcase their artwork, pipelines & workflows. https://t.co/g1jyYhloMI","9845","9845","5001","1866","60","834","London","585","https://pbs.twimg.com/profile_banners/1264472756755804162/1698399797","https://x.com/GamesArtistUK","https://pbs.twimg.com/profile_images/1595417330053431297/JNt39alh_normal.jpg","Yes","No","No","No","Business","Id: 144, Name: Education","","2020-05-24T08:26:22.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjo4NDIwMjAwMjI=","842020022","chloe🌙","chloeworthyart","Yes","2D/3D Character Artist | (they/them) |Mouse Sculptings #1 Fan | Streamer for Maxon Zbrush | Goo Studios | Game7 | Triathlete |","25926","25926","1006","146364","134","15641","","990","https://pbs.twimg.com/profile_banners/842020022/1693483420","https://x.com/chloeworthyart","https://pbs.twimg.com/profile_images/1696736265247338496/HbteetzW_normal.jpg","No","No","No","No","Creator","Id: 1017, Name: Artist","","2012-09-23T16:42:45.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNTIxMTE1NTAw","1521115500","Joseph Burgos","SSJ_Joseph","Yes","☣️ Mid Level 3D PewPew Artist on @VALORANT // Riot JoeShmoe562 // shitposts, guns, and gun shitposts // Opinions are very much my own // AK-15 Enthusiast","2094","2094","1964","44479","8","7776","","668","https://pbs.twimg.com/profile_banners/1521115500/1504383433","https://x.com/SSJ_Joseph","https://pbs.twimg.com/profile_images/1769909035132977152/hDtEeZ_v_normal.jpg","No","No","No","No","","","","2013-06-16T04:06:40.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMzc1NDg1NjI3NzE0NTMxMzI4","1375485627714531328","Stellari!!","Stellari___","Yes","(she/he/they) pixel-artist!! || Working at Block Factory! Helped at pixelusion! https://t.co/lr1nh2MWZI","2268","2268","287","7274","21","2136","Somewhere in Mexico","198","https://pbs.twimg.com/profile_banners/1375485627714531328/1748058207","https://x.com/Stellari___","https://pbs.twimg.com/profile_images/1921751194445209601/O-0rLJ3j_normal.jpg","No","No","No","No","Creator","Id: 1017, Name: Artist","","2021-03-26T16:31:50.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjo3ODc5NzA1NDQ4MjIwODM1ODQ=","787970544822083584","Vintage Story","VintageStory_","No","#VintageStory is an uncompromising wilderness survival sandbox game inspired by lovecraftian horror themes. #gamedev #indiedev #indiegame","15827","15827","17","2623","28","968","","338","https://pbs.twimg.com/profile_banners/787970544822083584/1648929449","https://x.com/VintageStory_","https://pbs.twimg.com/profile_images/793528772289060864/Bq149UAz_normal.jpg","No","No","No","No","Business","Id: 716, Name: Video Game Company","","2016-10-17T10:56:32.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNzQwOTM3NzMyMTI0MTgwNDgw","1740937732124180480","Vampire's Veil | Wishlist on Steam! 🦇","FairyCaveStudio","Yes","2D pixel art #Metroidvania with a focus on combat, platforming challenges, and a touch of sensuality. Currently in development

https://t.co/z3uXgXWXry","5573","5573","5040","18126","54","1289","Haven Thorn","226","https://pbs.twimg.com/profile_banners/1740937732124180480/1750613005","https://x.com/FairyCaveStudio","https://pbs.twimg.com/profile_images/1946214196984659968/E6W_0PBF_normal.jpg","Yes","No","No","No","","","","2023-12-30T03:28:27.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNzk4NDAwMjc=","179840027","Christopher","chrisyabsleydev","Yes","I make Horror Games™
⚔️ TBA First Person Diablo-Like
🍎 The Fruit  🐷 Pigsaw","4668","4668","787","22960","124","16402","Melbourne, Victoria","1487","https://pbs.twimg.com/profile_banners/179840027/1676591201","https://x.com/chrisyabsleydev","https://pbs.twimg.com/profile_images/1842773615877804032/bk3Nm5Ah_normal.jpg","No","No","No","No","","","","2010-08-18T06:32:42.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMDg0MTc4Njk0MjAwMDEyODAx","1084178694200012801","SandwichColonel","SandwichColonel","Yes","WELCOME TO VIOLENT CITY","8505","8505","163","41845","83","5841","","1436","https://pbs.twimg.com/profile_banners/1084178694200012801/1721010463","https://x.com/SandwichColonel","https://pbs.twimg.com/profile_images/2004206462432583680/9fHFTQ5X_normal.jpg","No","No","No","No","","","","2019-01-12T20:01:58.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjo5MzAwMjQyMg==","93002422","ansimuz","ansimuz","No","Building Terry Tales and keeping the 16-bit spirit alive—pixel by pixel","20569","20569","19","644","323","8385","Nowhere","2237","https://pbs.twimg.com/profile_banners/93002422/1714331373","https://x.com/ansimuz","https://pbs.twimg.com/profile_images/1272969808007626762/XhUQYtqO_normal.png","Yes","No","No","No","Creator","Id: 920, Name: Other","","2009-11-27T16:43:58.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNzI3MDIwNzU5MjU4NjkzNjMy","1727020759258693632","Echoes of the Cove | Wishlist now on Steam","EchoesOfTheCove","Yes","Action adventure RPG set in a forgotten coastal town. Explore the Cove, battle strange creatures and rebuild a community on the edge of the sea. In development.","517","517","409","1874","2","571","WISHLIST ON STEAM","120","https://pbs.twimg.com/profile_banners/1727020759258693632/1765466079","https://x.com/EchoesOfTheCove","https://pbs.twimg.com/profile_images/1999171609790185473/24jkOiYT_normal.jpg","Yes","No","No","No","","","","2023-11-21T17:47:16.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjozMTM0MTgxMDUw","3134181050","V K Samhith","vksamhith","Yes","Making Dodo Duckie where you switch between 2D and 3D to solve puzzles. Dropping on PC in 2026 Q1. Wishlist ▶ https://t.co/ozJilhIWH1","29960","29960","27315","7067","53","3630","Dodo Duckie","1078","https://pbs.twimg.com/profile_banners/3134181050/1745564650","https://x.com/vksamhith","https://pbs.twimg.com/profile_images/1947306227911766016/of7Na11j_normal.jpg","Yes","No","No","No","Creator","Id: 1037, Name: Game Developer","""is_enabled"": ""false""","2015-04-03T04:58:07.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNzE2Mzg0Mzk0NjUzNjc1NTIw","1716384394653675520","ギリ子@884games_インディーゲーム開発_indie game developer","884games","Yes","個人で #ゲーム制作 しています。2026年完成予定の #ギリJumpスターラッシュ Steamストアページにて公開中！
過去作の #ギリJumpエクストリーム はSwitchにて発売中です。読み方はハチハチヨンゲームズ。Lineスタンプ→https://t.co/JWaFBq7DMA","1167","1167","922","7916","12","295","Gifu-Japan","154","https://pbs.twimg.com/profile_banners/1716384394653675520/1762162385","https://x.com/884games","https://pbs.twimg.com/profile_images/1985679980270071808/bi__gWix_normal.jpg","No","No","No","No","","","","2023-10-23T09:22:13.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMzUwNTk1NTk5MjcyNDY0Mzky","1350595599272464392","Alien 👽 Max | 🇺🇦 game developer","delaigrodela","No","Game developer, 7 years Unity, now working on Sci-Fi, Unreal Engine. Before gamedev 15 years programming diverse stack: db, mob, web, apps, startups, corps","7491","7491","1358","38583","79","10600","Ukraine","4591","https://pbs.twimg.com/profile_banners/1350595599272464392/1668375161","https://x.com/delaigrodela","https://pbs.twimg.com/profile_images/1987579068707946497/muFA-Re-_normal.jpg","Yes","No","No","No","Business","Id: 1037, Name: Game Developer","","2021-01-17T00:09:00.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjo1MDMwNzg1OA==","50307858","CGHOW","cghow_","Yes","Ashif Ali, Lead VFX Artist for #MortalKombat1 and Founder of #CGHOW 
👉Free Tutorials - https://t.co/VR6GseBXdP #UE5Niagara  #UE5 
https://t.co/Keaf6GUj4W","7131","7131","4391","4259","69","12491","India","6034","https://pbs.twimg.com/profile_banners/50307858/1709446148","https://x.com/cghow_","https://pbs.twimg.com/profile_images/1969297422640955393/pxLLOrci_normal.jpg","No","No","No","No","Creator","Id: 1037, Name: Game Developer","""is_enabled"": ""true""
""patreon_handle"": ""Ashif""","2009-06-24T13:43:27.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNDQ3ODU0MDY2MzM2MzcwNjg5","1447854066336370689","アカルカネ","AcarcaneCG","No","CG・ゲーム・映像制作に役立つ『おすすめチュートリアル』を紹介しています。
Blender, Maya, Houdini, Unreal Engineなど、初心者から上級者まで楽しめる幅広いジャンルの情報をXとnoteで配信中です📡
非営利団体「Blender財団 (オランダ)」開発基金ゴールドサポーター🪙","22323","22323","2708","212023","241","4626","","1456","https://pbs.twimg.com/profile_banners/1447854066336370689/1672978290","https://x.com/AcarcaneCG","https://pbs.twimg.com/profile_images/1543777864256212992/9_dkEFx__normal.png","Yes","No","No","No","","","","2021-10-12T09:18:26.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoyNDUwNzQzMDIw","2450743020","Phong Ly","lyhongphong87","No","Create and Rig Characters using Blender
You can find rigged characters at: 
https://t.co/KDbMXsTYsW
https://t.co/QDTuUlOZuE","2484","2484","856","17107","44","3336","Hà Nội, Việt Nam","2449","https://pbs.twimg.com/profile_banners/2450743020/1765617627","https://x.com/lyhongphong87","https://pbs.twimg.com/profile_images/1992872495821754368/b6_FayfZ_normal.jpg","Yes","No","No","No","","","","2014-04-18T03:10:31.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNjM1NzkxODc5NTk3MDk2OTYw","1635791879597096960","Kevin Lim Wanasili","_cgman_","Yes","Self-taught 17 years old CGI 3D environment and lighting artist","428","428","204","8348","4","1029","Tangerang, Indonesia","169","https://pbs.twimg.com/profile_banners/1635791879597096960/1711791482","https://x.com/_cgman_","https://pbs.twimg.com/profile_images/1774009921773912064/0C5GAaKq_normal.jpg","No","No","No","No","Business","Id: 1090, Name: Visual Effects Artist","","2023-03-14T23:56:05.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjo5MzI3ODA2NTk0NTc3Nzc2NjQ=","932780659457777664","SamHatesUnicorns🔶","Un1cornHuntrSam","Yes","Active contestant in Try not to destroy my PC challenge

Follow my new instagram @ unicornhuntercg 

Download auto-terrainer v2 now !","5424","5424","834","22525","58","6585","ur mom","526","https://pbs.twimg.com/profile_banners/932780659457777664/1705316847","https://x.com/Un1cornHuntrSam","https://pbs.twimg.com/profile_images/1385614180691038214/Y_KL10P7_normal.jpg","No","No","No","No","Creator","Id: 15, Name: Entertainment & Recreation","","2017-11-21T01:20:14.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoyOTEzNjk5NjI4","2913699628","80 LEVEL","80Level","No","80 Level® is the best place for game developers, digital artists, animators, video game enthusiasts, CGI and VFX talents. https://t.co/WnIWLqeMeK…","255333","255333","1681","7277","2275","35212","Los Angeles","33248","https://pbs.twimg.com/profile_banners/2913699628/1737519901","https://x.com/80Level","https://pbs.twimg.com/profile_images/1881922530447175681/EeI5ZnY6_normal.jpg","Yes","No","No","No","Business","Id: 580, Name: Media & News Company","","2014-12-10T12:06:32.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMzEzOTc3OTM2MTg2MzU1NzEy","1313977936186355712","Azumon","AzuPsx","Yes","2D/Pixel Art Animation - GameDev","491","491","996","18435","3","895","🇻🇪 🇺🇸 🇯🇵","20","https://pbs.twimg.com/profile_banners/1313977936186355712/1682561691","https://x.com/AzuPsx","https://pbs.twimg.com/profile_images/1652138817120268288/dTF1yRbV_normal.jpg","No","No","No","No","","","","2020-10-07T23:05:02.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjo4NzM5NTI2NzQ2MjYwOTcxNTI=","873952674626097152","OriginTheHero","OriginTheHero","No","David, he/him, sprite artist/animator (DEATH BATTLE!, Riot Rumble). I push myself hard, so am constantly burnt out lol 

Banner @CarbonatedJem @Sunmellows","5025","5025","495","18385","8","7245","Virginia, USA","1539","https://pbs.twimg.com/profile_banners/873952674626097152/1765174862","https://x.com/OriginTheHero","https://pbs.twimg.com/profile_images/1842385747090853888/KzclUXpQ_normal.jpg","No","No","No","No","","","","2017-06-11T17:18:49.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjo4MDU5NTM4OTM5ODkzNzE5MDQ=","805953893989371904","dotflare","dotflare3","Yes","3D Artist - Commissions Closed!
https://t.co/BX1KMHLc6E
she/her

🧡@747shove","33607","33607","797","1740","63","4189","modeling hell","989","https://pbs.twimg.com/profile_banners/805953893989371904/1677638750","https://x.com/dotflare3","https://pbs.twimg.com/profile_images/1677573749166706688/9xrcsbCQ_normal.png","No","No","No","No","Creator","","","2016-12-06T01:55:57.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNzA2MzM5OTkzOTc4MDY0ODk2","1706339993978064896","Axial Escape","AxialEscape","Yes","Axial Escape is a game developer who believes games should be equal parts profound and entertaining. Developing Born in Reverie.","24","24","51","128","0","73","","41","https://pbs.twimg.com/profile_banners/1706339993978064896/1695658877","https://x.com/AxialEscape","https://pbs.twimg.com/profile_images/1706340053537181696/pnrzxKOi_normal.png","No","No","No","No","Creator","Id: 15, Name: Entertainment & Recreation","","2023-09-25T16:09:05.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjozMDk1OTEwMQ==","30959101","Daye Williams","TacoBell_Lord","Yes","Burrito Connoisseur..I write stuff, develop video games...idk dude whatever..

Alley 💙 Soleil 💜","2113","2113","856","338090","41","89904","Queens, NYC (Ivalice)","1983","https://pbs.twimg.com/profile_banners/30959101/1612325155","https://x.com/TacoBell_Lord","https://pbs.twimg.com/profile_images/1999379008459362305/4-wUHp1-_normal.jpg","No","No","No","No","","","","2009-04-13T21:00:47.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjozMzIxODg3MDQy","3321887042","Jack ✨wishlist koromeke✨","jack_turps","Yes","Making games","59","59","892","43605","0","593","","86","https://pbs.twimg.com/profile_banners/3321887042/1579508654","https://x.com/jack_turps","https://pbs.twimg.com/profile_images/1929917836643753985/Qc7d0vTT_normal.jpg","No","No","No","No","","","","2015-08-21T02:40:22.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMDk3ODEzNTkxODY3MjQ4NjQw","1097813591867248640","Cascadeur – The Future of Animation","cascadeur3d","Yes","AI-assisted 3D animation software
• Assisted posing
• Inbetween motion generation
• Physics correction of motion
• Mocap cleanup & editing
• Mocap from video","12014","12014","290","1976","90","1109","Cyprus","365","https://pbs.twimg.com/profile_banners/1097813591867248640/1766773553","https://x.com/cascadeur3d","https://pbs.twimg.com/profile_images/1745369917203890176/rZMtcH2U_normal.png","Yes","No","No","No","Business","Id: 986, Name: Software Application","","2019-02-19T11:02:11.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMTY0MzEyMDI2NDg4OTgzNTUy","1164312026488983552","suchy - wishlist Plush Time!","plushsuchy","Yes","solo dev making a multiplayer board party game where you play as plushies!
WISHLIST on STEAM!","419","419","839","6616","1","602","Brazil","96","https://pbs.twimg.com/profile_banners/1164312026488983552/1745118185","https://x.com/plushsuchy","https://pbs.twimg.com/profile_images/2004365239488278528/_fqhxHBk_normal.jpg","No","No","No","No","Creator","Id: 1037, Name: Game Developer","","2019-08-21T23:03:43.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjo3MTMzOTI3NTI5NjExMzA0OTY=","713392752961130496","Alex Nhance","AlexNhance","Yes","Learn game art from our courses ⬇️       https://t.co/0YnE2X7oP3","4800","4800","229","353","10","207","","93","","https://x.com/AlexNhance","https://pbs.twimg.com/profile_images/1904220721322106880/lQFxuNKP_normal.jpg","No","No","No","No","Creator","Id: 15, Name: Entertainment & Recreation","","2016-03-25T15:51:01.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxODkxMzU4OTkxMTIyNjQwODk2","1891358991122640896","kuro","kuro_darkblack","No","一次創作と二次創作 pixelart⟡.·*. skeb▶︎ https://t.co/ApTQ6jP9Qg AI学習-無断転載🚫","1635","1635","973","11300","20","205","日本","75","https://pbs.twimg.com/profile_banners/1891358991122640896/1749463194","https://x.com/kuro_darkblack","https://pbs.twimg.com/profile_images/1921792053417213952/arTUVF9q_normal.jpg","No","No","No","No","","","","2025-02-17T05:28:36.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxODMzNzcyMTE0MzIwNzQ0NDQ4","1833772114320744448","BANDIT KNIGHT: Stealth Pixel Art Game","BanditKnightG","Yes","Become a master thief in #BanditKnight! Get ready to steal, pickpocket and outsmart enemies in a vibrant 2.5D pixel art world 💰 

Try the free playtest now!⬇️","4801","4801","128","1226","50","882","","309","https://pbs.twimg.com/profile_banners/1833772114320744448/1726544988","https://x.com/BanditKnightG","https://pbs.twimg.com/profile_images/1833772578202398720/2BpHltA2_normal.jpg","Yes","No","No","No","","","","2024-09-11T07:38:48.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxODY2NTY5ODIxODcxMDYzMDQw","1866569821871063040","CYBRLICH | WISHLIST ON STEAM","cybrlich","No","A first person shooter that takes aim at corporate culture, capitalism, shitty jobs, and skeletons. Wishlist on Steam!","2863","2863","28","398","31","124","The Future","77","https://pbs.twimg.com/profile_banners/1866569821871063040/1760543684","https://x.com/cybrlich","https://pbs.twimg.com/profile_images/1967714676789084160/RaWruDpd_normal.png","No","No","No","No","","","","2024-12-10T19:45:08.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMjIwODc5Mjk3NjEyNzg3NzE0","1220879297612787714","Paper Lily | Project Kat","leef6010","Yes","We made Project Kat and currently working part-time on Paper Lily!

(Not accepting new official or fan-translations at the moment!)","16106","16106","498","392","27","439","","86","https://pbs.twimg.com/profile_banners/1220879297612787714/1583891598","https://x.com/leef6010","https://pbs.twimg.com/profile_images/1238273271910608899/rELkbmOS_normal.jpg","No","No","No","No","","","","2020-01-25T01:21:27.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMzY0NjM2NTM5Njk1Njg1NjM2","1364636539695685636","Lancaster","Pixel_Lancaster","No","Pixel Apprentice
❌AI❌NFT","3025","3025","573","8160","53","251","","120","https://pbs.twimg.com/profile_banners/1364636539695685636/1711597306","https://x.com/Pixel_Lancaster","https://pbs.twimg.com/profile_images/1784149677728014336/vfbBvE4c_normal.jpg","No","No","No","No","","","","2021-02-24T18:01:42.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNjAxNTI0NTYyNzU5NjcxODA4","1601524562759671808","Pigeon God","PigeonGod39","Yes","A humble pigeon in this world who hopes to make people happy.

I draw rats for no reason.

Creator of Salad Bowl Comics","3362","3362","99","61769","5","808","a nest","619","https://pbs.twimg.com/profile_banners/1601524562759671808/1670688676","https://x.com/PigeonGod39","https://pbs.twimg.com/profile_images/1993639721558487040/Q3z3LRrS_normal.png","No","No","No","No","","","","2022-12-10T10:30:27.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxODk4OTQ3Mzg2","1898947386","GAME START LLC","game_start_llc","No","Indie dev w/ dog & cat

Japanese Rural Life Adventure 
Apple Arcade : https://t.co/SgYuyrhcF4
Steam : https://t.co/lwOzXytyEH
Switch version info coming soon.","36201","36201","33","1","231","1735","Japan","263","https://pbs.twimg.com/profile_banners/1898947386/1510722718","https://x.com/game_start_llc","https://pbs.twimg.com/profile_images/930664195804291073/YGieHUSW_normal.jpg","Yes","No","No","No","Creator","Id: 716, Name: Video Game Company","","2013-09-24T02:20:42.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjo4MTY1ODg5MzgzMjQ0MTAzNjg=","816588938324410368","Hexh // commissions open","hexh__","Yes","pixel art

★ portfolio: https://t.co/rND13IXHEL
★ wallpapers: https://t.co/AwvN4YVIzO
★ art prints: https://t.co/93tl17yfkj","28878","28878","464","11705","233","3305","Croatia","424","https://pbs.twimg.com/profile_banners/816588938324410368/1753132837","https://x.com/hexh__","https://pbs.twimg.com/profile_images/1679041232876498944/LOKlSwes_normal.jpg","No","No","No","No","Creator","","","2017-01-04T10:15:49.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNDkwMDc3OTQ0NzUyMDk5MzI4","1490077944752099328","Frozen Spirit","pkmfrozenspirit","No","Frozen Spirit is a non-profit fangame made on Unity.

Discover the Essoria Region: https://t.co/8S8sLtihAt","2045","2045","18","18","6","23","Flowery Town, Essoria","11","https://pbs.twimg.com/profile_banners/1490077944752099328/1765024055","https://x.com/pkmfrozenspirit","https://pbs.twimg.com/profile_images/1998069972078137344/XZ3TsGrB_normal.jpg","No","No","No","No","","","","2022-02-05T21:41:01.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNTYzNTk1NTgzMjEwMDI0OTYw","1563595583210024960","Cinder Pit Studios","cinderpitstds","Yes","An indie game dev team working on #Neidfyre.

Wishlist here - https://t.co/gPjct8jmhV

✉ Contact - info@cinderpitstudios.com
🎨 @hou_jae04","10772","10772","262","1184","37","198","World","44","https://pbs.twimg.com/profile_banners/1563595583210024960/1766198365","https://x.com/cinderpitstds","https://pbs.twimg.com/profile_images/1802746942256222208/mM0H9gOu_normal.jpg","Yes","No","No","No","","","","2022-08-27T18:33:46.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMjk1MjU4MDc4ODU4NzExMDQw","1295258078858711040","MITOH","4ceNull","No","🎮 solo game dev, 👾 pixel art, 🇯🇵 日本人, 🙇‍♂️ 外部依頼予定ないです","1541","1541","1123","7825","10","375","本州と九州の境界","73","https://pbs.twimg.com/profile_banners/1295258078858711040/1765461239","https://x.com/4ceNull","https://pbs.twimg.com/profile_images/1901130002760167424/MKI_wWwb_normal.jpg","No","No","No","No","","","","2020-08-17T07:16:18.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjo2NjYyMTM2OQ==","66621369","Wishlist Blood And Mead","johnstejskal","Yes","Solo gamedev working on Blood And Mead - A Bone Crushing Combat Sidescroller
https://t.co/A3pO0PWjzz","4843","4843","968","2425","97","2831","Sydney","519","https://pbs.twimg.com/profile_banners/66621369/1765417608","https://x.com/johnstejskal","https://pbs.twimg.com/profile_images/1981590432531230721/Ezu6IDAE_normal.jpg","Yes","No","No","No","","","","2009-08-18T07:11:52.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxNTUyODY3NDQ4ODI3MDM5NzQ0","1552867448827039744","Lost & Found Co.🌸 WISHLIST ON STEAM!🐤","_LostAndFoundCo","Yes","A hidden object adventure #indiegame with ducks and goddesses, coming Feb 11th! 🐤📦🌸 Discord: https://t.co/K6aJ2vrHiC Steam: https://t.co/5GYTeeRwBI","4586","4586","683","2830","35","1160","Plumville","343","https://pbs.twimg.com/profile_banners/1552867448827039744/1766568253","https://x.com/_LostAndFoundCo","https://pbs.twimg.com/profile_images/1552867816206114816/_-RhyO5p_normal.jpg","No","No","No","No","Business","","","2022-07-29T04:04:03.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjoxMzY5NjAzODE1NDkwNjc4Nzg0","1369603815490678784","Nastya Pixels","XaCaleboo","Yes","Tiny Pixels, Big Dreams","381","381","392","20736","2","2314","","304","https://pbs.twimg.com/profile_banners/1369603815490678784/1752777198","https://x.com/XaCaleboo","https://pbs.twimg.com/profile_images/1917551690502328320/NfDczkdT_normal.jpg","No","No","No","No","","","","2021-03-10T10:59:45.000Z","2025-12-30T13:20:24.846Z"
"VXNlcjozMDM4MTA0NDcz","3038104473","Bor | Goblin Town | Ares Breathes","PyotrAlexRoma","Yes","日本のゲーム業界で働いてるオランダ人。「おデの巣穴でレベル上げなんてさせない」というレトロゲームも作成中。Dutch he/him working in the Japanese games industry as a programmer. Making Goblin Town in free time.","7503","7503","1084","21591","66","7499","東京都武蔵野市","1860","https://pbs.twimg.com/profile_banners/3038104473/1603519566","https://x.com/PyotrAlexRoma","https://pbs.twimg.com/profile_images/1534034863363305472/H6DGbwZK_normal.jpg","No","No","No","No","Creator","Id: 1037, Name: Game Developer","","2015-02-15T02:02:57.000Z","2025-12-30T13:20:24.846Z"
